Latitude (decimal degrees):	48.379
Longitude (decimal degrees):	9.491
Elevation (m):	770
Radiation database:	PVGIS-SARAH3


Slope: 45 deg. 
Azimuth: 15 deg. 
Nominal power of the PV system (c-Si) (kWp):	11.2
System losses (%):	10.0
time,P,G(i),H_sun,T2m,WS10m,Int
20201129:2310,0.0,0.0,0.0,-2.63,1.93,0.0
20201130:0010,0.0,0.0,0.0,-2.66,1.86,0.0
20201130:0110,0.0,0.0,0.0,-2.66,1.72,0.0
20201130:0210,0.0,0.0,0.0,-2.74,1.66,0.0
20201130:0310,0.0,0.0,0.0,-2.81,1.45,0.0
20201130:0410,0.0,0.0,0.0,-3.04,1.31,0.0
20201130:0510,0.0,0.0,0.0,-3.17,1.17,0.0
20201130:0610,0.0,0.0,0.0,-3.14,0.97,0.0
20201130:0710,0.0,1.61,1.86,-3.37,0.9,0.0
20201130:0810,757.91,86.95,9.23,-2.92,1.03,0.0
20201130:0910,834.86,94.16,15.0,-2.44,1.1,0.0
20201130:1010,891.22,100.03,18.71,-1.4,0.97,0.0
20201130:1110,1289.59,137.58,20.0,-0.28,0.9,0.0
20201130:1210,3293.77,323.0,18.74,0.69,0.83,0.0
20201130:1310,6815.02,675.68,15.06,1.33,0.83,0.0
20201130:1410,5062.39,493.59,9.32,1.25,0.9,0.0
20201130:1510,12.15,7.94,1.96,0.4,1.72,0.0
20201130:1610,0.0,0.0,0.0,-1.13,2.14,0.0
20201130:1710,0.0,0.0,0.0,-1.7,2.21,0.0
20201130:1810,0.0,0.0,0.0,-1.94,2.34,0.0
20201130:1910,0.0,0.0,0.0,-2.67,2.55,0.0
20201130:2010,0.0,0.0,0.0,-2.67,2.69,0.0
20201130:2110,0.0,0.0,0.0,-2.33,2.83,0.0
20201130:2210,0.0,0.0,0.0,-1.88,2.97,0.0
20201130:2310,0.0,0.0,0.0,-1.55,3.1,0.0
20201201:0010,0.0,0.0,0.0,-0.91,3.03,0.0
20201201:0110,0.0,0.0,0.0,-0.35,3.03,0.0
20201201:0210,0.0,0.0,0.0,-0.35,3.1,0.0
20201201:0310,0.0,0.0,0.0,-0.25,3.24,0.0
20201201:0410,0.0,0.0,0.0,-0.33,3.45,0.0
20201201:0510,0.0,0.0,0.0,-0.37,3.52,0.0
20201201:0610,0.0,0.0,0.0,-0.46,3.38,0.0
20201201:0710,0.0,2.42,1.68,-0.55,3.38,0.0
20201201:0810,100.24,20.29,9.05,-0.3,3.1,0.0
20201201:0910,85.84,18.52,14.82,0.06,2.48,0.0
20201201:1010,271.91,39.69,18.53,0.69,3.38,0.0
20201201:1110,364.28,49.39,19.84,1.21,3.1,0.0
20201201:1210,1157.85,125.66,18.6,1.42,2.55,0.0
20201201:1310,529.88,66.15,14.94,1.52,2.14,0.0
20201201:1410,92.14,19.4,9.22,1.25,1.45,0.0
20201201:1510,0.0,0.88,1.88,0.79,1.31,0.0
20201201:1610,0.0,0.0,0.0,0.3,1.38,0.0
20201201:1710,0.0,0.0,0.0,-0.06,1.31,0.0
20201201:1810,0.0,0.0,0.0,-0.68,1.45,0.0
20201201:1910,0.0,0.0,0.0,-1.8,0.83,0.0
20201201:2010,0.0,0.0,0.0,-1.5,0.14,0.0
20201201:2110,0.0,0.0,0.0,-1.71,0.55,0.0
20201201:2210,0.0,0.0,0.0,-1.89,0.69,0.0
20201201:2310,0.0,0.0,0.0,-2.1,0.9,0.0
20201202:0010,0.0,0.0,0.0,-3.07,1.1,0.0
20201202:0110,0.0,0.0,0.0,-3.65,1.31,0.0
20201202:0210,0.0,0.0,0.0,-2.99,1.52,0.0
20201202:0310,0.0,0.0,0.0,-2.65,1.52,0.0
20201202:0410,0.0,0.0,0.0,-2.25,1.59,0.0
20201202:0510,0.0,0.0,0.0,-2.17,1.72,0.0
20201202:0610,0.0,0.0,0.0,-2.08,1.72,0.0
20201202:0710,0.0,0.0,0.0,-1.92,2.28,0.0
20201202:0810,217.35,33.52,8.87,-1.93,2.55,0.0
20201202:0910,881.55,98.51,14.64,-1.82,2.62,0.0
20201202:1010,217.12,33.52,18.37,-1.7,2.48,0.0
20201202:1110,412.99,53.8,19.69,-1.51,2.76,0.0
20201202:1210,369.11,49.39,18.46,-1.5,2.83,0.0
20201202:1310,300.26,42.34,14.82,-1.5,2.69,0.0
20201202:1410,153.56,26.46,9.12,-1.75,2.48,0.0
20201202:1510,0.0,0.88,1.8,-2.14,2.14,0.0
20201202:1610,0.0,0.0,0.0,-2.51,1.52,0.0
20201202:1710,0.0,0.0,0.0,-2.74,1.1,0.0
20201202:1810,0.0,0.0,0.0,-2.95,0.9,0.0
20201202:1910,0.0,0.0,0.0,-3.51,0.69,0.0
20201202:2010,0.0,0.0,0.0,-3.7,0.97,0.0
20201202:2110,0.0,0.0,0.0,-3.99,1.31,0.0
20201202:2210,0.0,0.0,0.0,-4.08,1.59,0.0
20201202:2310,0.0,0.0,0.0,-4.7,1.72,0.0
20201203:0010,0.0,0.0,0.0,-4.4,1.93,0.0
20201203:0110,0.0,0.0,0.0,-4.24,1.93,0.0
20201203:0210,0.0,0.0,0.0,-4.22,1.79,0.0
20201203:0310,0.0,0.0,0.0,-4.25,1.93,0.0
20201203:0410,0.0,0.0,0.0,-4.03,1.93,0.0
20201203:0510,0.0,0.0,0.0,-3.99,2.0,0.0
20201203:0610,0.0,0.0,0.0,-3.91,2.14,0.0
20201203:0710,0.0,0.0,0.0,-2.83,2.28,0.0
20201203:0810,356.85,47.97,8.7,-2.62,2.14,0.0
20201203:0910,404.66,52.92,14.48,-1.82,2.48,0.0
20201203:1010,1636.99,167.55,18.21,-1.5,2.83,0.0
20201203:1110,599.62,72.33,19.54,-0.71,3.03,0.0
20201203:1210,708.3,82.91,18.33,-0.29,3.03,0.0
20201203:1310,579.83,70.56,14.72,-0.17,2.9,0.0
20201203:1410,215.32,33.52,9.04,-0.11,2.21,0.0
20201203:1510,0.0,2.65,1.73,-1.03,2.28,0.0
20201203:1610,0.0,0.0,0.0,-2.32,2.21,0.0
20201203:1710,0.0,0.0,0.0,-3.05,2.14,0.0
20201203:1810,0.0,0.0,0.0,-4.01,2.07,0.0
20201203:1910,0.0,0.0,0.0,-4.74,2.0,0.0
20201203:2010,0.0,0.0,0.0,-4.62,1.93,0.0
20201203:2110,0.0,0.0,0.0,-4.52,1.93,0.0
20201203:2210,0.0,0.0,0.0,-3.98,1.79,0.0
20201203:2310,0.0,0.0,0.0,-3.66,1.66,0.0
20201204:0010,0.0,0.0,0.0,-3.56,1.52,0.0
20201204:0110,0.0,0.0,0.0,-3.32,1.59,0.0
20201204:0210,0.0,0.0,0.0,-2.83,1.59,0.0
20201204:0310,0.0,0.0,0.0,-2.34,1.52,0.0
20201204:0410,0.0,0.0,0.0,-2.2,1.52,0.0
20201204:0510,0.0,0.0,0.0,-1.92,1.52,0.0
20201204:0610,0.0,0.0,0.0,-1.74,1.52,0.0
20201204:0710,0.0,0.0,0.0,-2.22,1.45,0.0
20201204:0810,395.1,51.99,8.54,-1.89,1.52,0.0
20201204:0910,273.6,39.69,14.31,-0.75,1.45,0.0
20201204:1010,288.23,41.46,18.05,0.73,1.59,0.0
20201204:1110,449.55,58.21,19.4,1.72,1.52,0.0
20201204:1210,536.17,67.03,18.21,2.33,1.38,0.0
20201204:1310,396.0,52.92,14.62,2.33,1.24,0.0
20201204:1410,461.59,59.18,8.96,1.93,0.97,0.0
20201204:1510,0.0,0.88,1.67,1.78,0.62,0.0
20201204:1610,0.0,0.0,0.0,1.65,0.14,0.0
20201204:1710,0.0,0.0,0.0,0.01,0.97,0.0
20201204:1810,0.0,0.0,0.0,-0.96,1.52,0.0
20201204:1910,0.0,0.0,0.0,-1.28,0.9,0.0
20201204:2010,0.0,0.0,0.0,-1.65,0.76,0.0
20201204:2110,0.0,0.0,0.0,-2.42,1.24,0.0
20201204:2210,0.0,0.0,0.0,-2.22,1.31,0.0
20201204:2310,0.0,0.0,0.0,-1.84,1.59,0.0
20201205:0010,0.0,0.0,0.0,-2.16,1.79,0.0
20201205:0110,0.0,0.0,0.0,-2.04,1.59,0.0
20201205:0210,0.0,0.0,0.0,-1.84,1.59,0.0
20201205:0310,0.0,0.0,0.0,-1.64,1.66,0.0
20201205:0410,0.0,0.0,0.0,-1.66,1.86,0.0
20201205:0510,0.0,0.0,0.0,-1.69,1.79,0.0
20201205:0610,0.0,0.0,0.0,-2.03,1.72,0.0
20201205:0710,0.0,0.0,0.0,-1.33,1.93,0.0
20201205:0810,385.65,51.23,8.38,-0.96,1.59,0.0
20201205:0910,577.12,70.25,14.16,-0.53,0.97,0.0
20201205:1010,478.24,60.86,17.91,0.61,1.03,0.0
20201205:1110,611.66,74.09,19.27,0.84,0.97,0.0
20201205:1210,738.79,86.44,18.1,1.03,1.31,0.0
20201205:1310,539.89,67.03,14.52,1.09,1.93,0.0
20201205:1410,465.86,59.3,8.88,0.8,1.86,0.0
20201205:1510,0.0,0.88,1.62,0.27,1.52,0.0
20201205:1610,0.0,0.0,0.0,-0.16,1.79,0.0
20201205:1710,0.0,0.0,0.0,-0.3,1.93,0.0
20201205:1810,0.0,0.0,0.0,-0.28,1.79,0.0
20201205:1910,0.0,0.0,0.0,-0.63,1.03,0.0
20201205:2010,0.0,0.0,0.0,-0.79,1.45,0.0
20201205:2110,0.0,0.0,0.0,-1.03,1.38,0.0
20201205:2210,0.0,0.0,0.0,-0.74,1.17,0.0
20201205:2310,0.0,0.0,0.0,-1.13,1.52,0.0
20201206:0010,0.0,0.0,0.0,-1.51,1.17,0.0
20201206:0110,0.0,0.0,0.0,-1.59,0.28,0.0
20201206:0210,0.0,0.0,0.0,-2.35,0.76,0.0
20201206:0310,0.0,0.0,0.0,-2.34,0.55,0.0
20201206:0410,0.0,0.0,0.0,-2.88,0.76,0.0
20201206:0510,0.0,0.0,0.0,-3.21,0.76,0.0
20201206:0610,0.0,0.0,0.0,-4.33,1.1,0.0
20201206:0710,0.0,0.0,0.0,-3.76,1.31,0.0
20201206:0810,759.04,86.94,8.22,-3.43,1.38,0.0
20201206:0910,431.1,55.57,14.01,-2.0,1.24,0.0
20201206:1010,597.15,72.33,17.77,-0.27,1.31,0.0
20201206:1110,1076.51,118.21,19.14,1.04,1.79,0.0
20201206:1210,1142.32,124.42,17.99,1.6,1.86,0.0
20201206:1310,485.21,61.74,14.44,1.48,1.31,0.0
20201206:1410,213.86,33.52,8.82,1.07,1.03,0.0
20201206:1510,0.0,0.88,1.57,0.66,0.83,0.0
20201206:1610,0.0,0.0,0.0,0.3,1.03,0.0
20201206:1710,0.0,0.0,0.0,0.21,1.45,0.0
20201206:1810,0.0,0.0,0.0,0.18,1.24,0.0
20201206:1910,0.0,0.0,0.0,0.08,1.38,0.0
20201206:2010,0.0,0.0,0.0,0.0,1.45,0.0
20201206:2110,0.0,0.0,0.0,0.07,1.72,0.0
20201206:2210,0.0,0.0,0.0,0.11,1.93,0.0
20201206:2310,0.0,0.0,0.0,-0.03,2.0,0.0
20201207:0010,0.0,0.0,0.0,-0.06,2.28,0.0
20201207:0110,0.0,0.0,0.0,-0.2,2.34,0.0
20201207:0210,0.0,0.0,0.0,-0.12,2.41,0.0
20201207:0310,0.0,0.0,0.0,-0.29,2.41,0.0
20201207:0410,0.0,0.0,0.0,-0.44,2.41,0.0
20201207:0510,0.0,0.0,0.0,-0.87,2.34,0.0
20201207:0610,0.0,0.0,0.0,-1.27,2.28,0.0
20201207:0710,0.0,0.0,0.0,-1.14,2.0,0.0
20201207:0810,448.2,57.51,8.07,-0.94,1.79,0.0
20201207:0910,410.4,53.8,13.86,-0.28,2.48,0.0
20201207:1010,1854.68,188.76,17.63,0.41,2.21,0.0
20201207:1110,566.78,69.68,19.02,1.07,1.93,0.0
20201207:1210,502.99,63.51,17.89,1.49,1.66,0.0
20201207:1310,113.51,22.05,14.36,1.58,1.52,0.0
20201207:1410,1192.61,127.77,8.76,1.46,1.45,0.0
20201207:1510,0.0,0.88,1.53,1.06,1.45,0.0
20201207:1610,0.0,0.0,0.0,0.46,1.38,0.0
20201207:1710,0.0,0.0,0.0,-0.08,1.31,0.0
20201207:1810,0.0,0.0,0.0,-0.93,1.52,0.0
20201207:1910,0.0,0.0,0.0,-1.76,1.79,0.0
20201207:2010,0.0,0.0,0.0,-2.06,1.93,0.0
20201207:2110,0.0,0.0,0.0,-2.71,2.0,0.0
20201207:2210,0.0,0.0,0.0,-3.04,1.93,0.0
20201207:2310,0.0,0.0,0.0,-3.49,1.86,0.0
20201208:0010,0.0,0.0,0.0,-3.93,1.66,0.0
20201208:0110,0.0,0.0,0.0,-4.09,1.45,0.0
20201208:0210,0.0,0.0,0.0,-4.05,1.24,0.0
20201208:0310,0.0,0.0,0.0,-4.07,0.97,0.0
20201208:0410,0.0,0.0,0.0,-4.54,0.83,0.0
20201208:0510,0.0,0.0,0.0,-5.29,0.97,0.0
20201208:0610,0.0,0.0,0.0,-5.58,0.9,0.0
20201208:0710,0.0,0.0,0.0,-5.45,0.97,0.0
20201208:0810,3404.02,331.52,7.93,-5.3,0.9,0.0
20201208:0910,2068.54,205.04,13.73,-4.29,0.76,0.0
20201208:1010,2698.88,263.4,17.51,-3.05,0.69,0.0
20201208:1110,801.0,91.73,18.91,-0.96,1.03,0.0
20201208:1210,1348.54,142.74,17.8,0.11,1.38,0.0
20201208:1310,1215.45,130.24,14.29,0.59,1.52,0.0
20201208:1410,1500.08,155.25,8.71,0.29,1.38,0.0
20201208:1510,0.0,0.88,1.49,-0.34,1.66,0.0
20201208:1610,0.0,0.0,0.0,-1.07,1.79,0.0
20201208:1710,0.0,0.0,0.0,-1.52,1.52,0.0
20201208:1810,0.0,0.0,0.0,-2.25,1.17,0.0
20201208:1910,0.0,0.0,0.0,-3.0,1.66,0.0
20201208:2010,0.0,0.0,0.0,-2.53,1.59,0.0
20201208:2110,0.0,0.0,0.0,-2.15,1.59,0.0
20201208:2210,0.0,0.0,0.0,-1.84,1.38,0.0
20201208:2310,0.0,0.0,0.0,-1.67,1.59,0.0
20201209:0010,0.0,0.0,0.0,-1.53,1.79,0.0
20201209:0110,0.0,0.0,0.0,-1.33,1.86,0.0
20201209:0210,0.0,0.0,0.0,-1.07,2.0,0.0
20201209:0310,0.0,0.0,0.0,-0.94,1.93,0.0
20201209:0410,0.0,0.0,0.0,-0.85,1.72,0.0
20201209:0510,0.0,0.0,0.0,-0.8,1.72,0.0
20201209:0610,0.0,0.0,0.0,-0.77,1.66,0.0
20201209:0710,0.0,0.0,0.0,-1.23,1.72,0.0
20201209:0810,355.28,48.15,7.79,-1.01,1.31,0.0
20201209:0910,437.06,56.45,13.6,-0.58,1.79,0.0
20201209:1010,1089.22,118.52,17.39,-0.32,2.14,0.0
20201209:1110,688.61,81.15,18.81,-0.1,2.21,0.0
20201209:1210,289.46,41.46,17.72,0.0,2.14,0.0
20201209:1310,366.08,49.39,14.22,0.09,2.34,0.0
20201209:1410,247.84,37.05,8.66,-0.07,2.07,0.0
20201209:1510,0.0,0.88,1.46,-0.27,1.59,0.0
20201209:1610,0.0,0.0,0.0,-0.52,1.59,0.0
20201209:1710,0.0,0.0,0.0,-0.64,1.59,0.0
20201209:1810,0.0,0.0,0.0,-0.73,1.66,0.0
20201209:1910,0.0,0.0,0.0,-0.82,1.52,0.0
20201209:2010,0.0,0.0,0.0,-0.98,1.38,0.0
20201209:2110,0.0,0.0,0.0,-1.1,1.31,0.0
20201209:2210,0.0,0.0,0.0,-1.54,1.31,0.0
20201209:2310,0.0,0.0,0.0,-2.34,0.83,0.0
20201210:0010,0.0,0.0,0.0,-2.31,0.62,0.0
20201210:0110,0.0,0.0,0.0,-2.49,0.62,0.0
20201210:0210,0.0,0.0,0.0,-3.07,0.83,0.0
20201210:0310,0.0,0.0,0.0,-3.53,0.9,0.0
20201210:0410,0.0,0.0,0.0,-3.34,0.62,0.0
20201210:0510,0.0,0.0,0.0,-3.19,0.41,0.0
20201210:0610,0.0,0.0,0.0,-3.97,0.9,0.0
20201210:0710,0.0,0.0,0.0,-3.83,1.03,0.0
20201210:0810,360.22,48.29,7.66,-3.15,0.97,0.0
20201210:0910,361.24,48.51,13.47,-2.27,1.03,0.0
20201210:1010,351.56,47.63,17.27,-1.69,1.17,0.0
20201210:1110,376.65,50.28,18.71,-1.17,1.1,0.0
20201210:1210,350.21,47.63,17.64,-0.9,1.24,0.0
20201210:1310,265.27,38.81,14.17,-0.74,1.52,0.0
20201210:1410,145.01,25.58,8.63,-0.77,1.52,0.0
20201210:1510,0.0,0.88,1.44,-1.0,1.17,0.0
20201210:1610,0.0,0.0,0.0,-1.32,1.17,0.0
20201210:1710,0.0,0.0,0.0,-1.44,1.24,0.0
20201210:1810,0.0,0.0,0.0,-1.63,1.17,0.0
20201210:1910,0.0,0.0,0.0,-1.57,1.24,0.0
20201210:2010,0.0,0.0,0.0,-1.83,1.45,0.0
20201210:2110,0.0,0.0,0.0,-2.19,1.31,0.0
20201210:2210,0.0,0.0,0.0,-3.15,1.17,0.0
20201210:2310,0.0,0.0,0.0,-3.87,1.24,0.0
20201211:0010,0.0,0.0,0.0,-4.92,1.45,0.0
20201211:0110,0.0,0.0,0.0,-5.88,1.79,0.0
20201211:0210,0.0,0.0,0.0,-6.76,1.86,0.0
20201211:0310,0.0,0.0,0.0,-6.82,1.93,0.0
20201211:0410,0.0,0.0,0.0,-6.68,1.93,0.0
20201211:0510,0.0,0.0,0.0,-7.07,1.86,0.0
20201211:0610,0.0,0.0,0.0,-7.06,1.38,0.0
20201211:0710,0.0,0.0,0.0,-6.68,1.79,0.0
20201211:0810,2336.4,230.38,7.54,-6.31,1.59,0.0
20201211:0910,428.06,54.69,13.36,-4.78,1.31,0.0
20201211:1010,1002.6,109.45,17.17,-3.21,1.31,0.0
20201211:1110,2550.94,251.59,18.62,-0.69,1.45,0.0
20201211:1210,704.36,82.91,17.57,0.45,1.52,0.0
20201211:1310,1716.19,175.98,14.12,0.79,1.59,0.0
20201211:1410,58.61,14.99,8.6,0.46,1.59,0.0
20201211:1510,0.0,3.53,1.43,0.08,1.72,0.0
20201211:1610,0.0,0.0,0.0,-0.25,1.72,0.0
20201211:1710,0.0,0.0,0.0,-0.2,1.72,0.0
20201211:1810,0.0,0.0,0.0,-0.17,1.72,0.0
20201211:1910,0.0,0.0,0.0,-0.23,2.07,0.0
20201211:2010,0.0,0.0,0.0,-0.15,2.14,0.0
20201211:2110,0.0,0.0,0.0,-0.13,2.07,0.0
20201211:2210,0.0,0.0,0.0,-0.04,1.93,0.0
20201211:2310,0.0,0.0,0.0,-0.25,1.79,0.0
20201212:0010,0.0,0.0,0.0,-0.43,1.59,0.0
20201212:0110,0.0,0.0,0.0,-0.31,1.45,0.0
20201212:0210,0.0,0.0,0.0,0.11,1.45,0.0
20201212:0310,0.0,0.0,0.0,0.14,1.86,0.0
20201212:0410,0.0,0.0,0.0,0.46,2.21,0.0
20201212:0510,0.0,0.0,0.0,0.83,2.48,0.0
20201212:0610,0.0,0.0,0.0,0.8,2.69,0.0
20201212:0710,0.0,0.0,0.0,0.74,2.48,0.0
20201212:0810,389.7,52.05,7.42,1.01,2.48,0.0
20201212:0910,637.42,76.53,13.24,1.6,2.69,0.0
20201212:1010,1237.39,133.26,17.07,2.15,2.76,0.0
20201212:1110,1276.09,137.33,18.54,2.78,2.62,0.0
20201212:1210,2766.49,274.18,17.51,3.33,2.83,0.0
20201212:1310,2485.69,247.84,14.08,3.47,2.83,0.0
20201212:1410,1754.89,179.96,8.57,3.32,2.83,0.0
20201212:1510,0.0,0.0,0.0,2.88,2.9,0.0
20201212:1610,0.0,0.0,0.0,2.68,3.1,0.0
20201212:1710,0.0,0.0,0.0,2.55,3.24,0.0
20201212:1810,0.0,0.0,0.0,2.5,3.24,0.0
20201212:1910,0.0,0.0,0.0,2.46,2.97,0.0
20201212:2010,0.0,0.0,0.0,2.39,2.97,0.0
20201212:2110,0.0,0.0,0.0,2.29,2.9,0.0
20201212:2210,0.0,0.0,0.0,2.23,2.76,0.0
20201212:2310,0.0,0.0,0.0,2.2,2.55,0.0
20201213:0010,0.0,0.0,0.0,2.14,2.48,0.0
20201213:0110,0.0,0.0,0.0,2.15,2.41,0.0
20201213:0210,0.0,0.0,0.0,2.2,2.34,0.0
20201213:0310,0.0,0.0,0.0,2.22,2.28,0.0
20201213:0410,0.0,0.0,0.0,2.19,2.28,0.0
20201213:0510,0.0,0.0,0.0,2.23,2.28,0.0
20201213:0610,0.0,0.0,0.0,2.24,2.21,0.0
20201213:0710,0.0,0.0,0.0,1.84,2.48,0.0
20201213:0810,608.06,74.15,7.3,2.05,2.55,0.0
20201213:0910,774.11,89.84,13.14,2.39,2.97,0.0
20201213:1010,1669.39,173.05,16.98,2.52,2.97,0.0
20201213:1110,1927.58,196.91,18.47,2.69,2.9,0.0
20201213:1210,491.4,62.62,17.45,2.78,2.41,0.0
20201213:1310,142.43,25.58,14.04,2.56,1.79,0.0
20201213:1410,204.52,32.64,8.56,2.25,1.31,0.0
20201213:1510,0.0,0.0,0.0,1.87,1.1,0.0
20201213:1610,0.0,0.0,0.0,1.57,1.03,0.0
20201213:1710,0.0,0.0,0.0,1.33,1.17,0.0
20201213:1810,0.0,0.0,0.0,0.99,1.24,0.0
20201213:1910,0.0,0.0,0.0,0.83,1.66,0.0
20201213:2010,0.0,0.0,0.0,0.01,1.66,0.0
20201213:2110,0.0,0.0,0.0,-0.86,1.59,0.0
20201213:2210,0.0,0.0,0.0,-1.67,1.31,0.0
20201213:2310,0.0,0.0,0.0,-1.97,1.17,0.0
20201214:0010,0.0,0.0,0.0,-2.35,1.24,0.0
20201214:0110,0.0,0.0,0.0,-2.6,0.97,0.0
20201214:0210,0.0,0.0,0.0,-2.57,0.9,0.0
20201214:0310,0.0,0.0,0.0,-3.0,1.1,0.0
20201214:0410,0.0,0.0,0.0,-2.79,1.31,0.0
20201214:0510,0.0,0.0,0.0,-2.68,1.31,0.0
20201214:0610,0.0,0.0,0.0,-2.81,1.24,0.0
20201214:0710,0.0,0.0,0.0,-1.82,1.66,0.0
20201214:0810,1745.32,180.5,7.2,-1.22,1.52,0.0
20201214:0910,2310.52,230.37,13.04,0.05,1.45,0.0
20201214:1010,3055.72,301.25,16.9,1.91,1.38,0.0
20201214:1110,3697.99,363.32,18.4,2.9,1.38,0.0
20201214:1210,1089.56,120.47,17.41,3.5,1.38,0.0
20201214:1310,3208.95,316.93,14.02,3.57,1.38,0.0
20201214:1410,2738.7,271.75,8.55,3.21,1.31,0.0
20201214:1510,0.0,5.29,1.42,2.73,1.59,0.0
20201214:1610,0.0,0.0,0.0,1.95,1.59,0.0
20201214:1710,0.0,0.0,0.0,1.48,1.45,0.0
20201214:1810,0.0,0.0,0.0,1.23,1.17,0.0
20201214:1910,0.0,0.0,0.0,1.35,0.9,0.0
20201214:2010,0.0,0.0,0.0,1.4,0.9,0.0
20201214:2110,0.0,0.0,0.0,2.03,0.62,0.0
20201214:2210,0.0,0.0,0.0,2.43,0.28,0.0
20201214:2310,0.0,0.0,0.0,2.02,0.76,0.0
20201215:0010,0.0,0.0,0.0,-0.38,1.45,0.0
20201215:0110,0.0,0.0,0.0,-1.48,1.72,0.0
20201215:0210,0.0,0.0,0.0,-0.77,1.52,0.0
20201215:0310,0.0,0.0,0.0,-0.3,1.38,0.0
20201215:0410,0.0,0.0,0.0,-0.05,1.45,0.0
20201215:0510,0.0,0.0,0.0,0.34,1.59,0.0
20201215:0610,0.0,0.0,0.0,-0.13,1.52,0.0
20201215:0710,0.0,0.0,0.0,0.34,1.45,0.0
20201215:0810,7.43,7.06,7.1,0.55,1.38,0.0
20201215:0910,294.75,42.34,12.95,1.94,1.31,0.0
20201215:1010,1533.71,161.9,16.82,3.6,1.24,0.0
20201215:1110,2299.95,233.06,18.34,3.65,1.24,0.0
20201215:1210,1999.12,205.17,17.37,4.0,1.31,0.0
20201215:1310,2011.05,205.68,14.0,4.15,1.45,0.0
20201215:1410,673.88,80.28,8.55,4.16,1.52,0.0
20201215:1510,0.0,4.41,1.44,4.36,1.93,0.0
20201215:1610,0.0,0.0,0.0,3.94,2.07,0.0
20201215:1710,0.0,0.0,0.0,3.94,2.07,0.0
20201215:1810,0.0,0.0,0.0,4.36,2.07,0.0
20201215:1910,0.0,0.0,0.0,4.49,2.28,0.0
20201215:2010,0.0,0.0,0.0,4.23,2.21,0.0
20201215:2110,0.0,0.0,0.0,3.81,2.14,0.0
20201215:2210,0.0,0.0,0.0,3.24,2.07,0.0
20201215:2310,0.0,0.0,0.0,3.02,1.72,0.0
20201216:0010,0.0,0.0,0.0,2.68,1.59,0.0
20201216:0110,0.0,0.0,0.0,2.34,1.31,0.0
20201216:0210,0.0,0.0,0.0,2.17,1.17,0.0
20201216:0310,0.0,0.0,0.0,2.06,0.97,0.0
20201216:0410,0.0,0.0,0.0,2.99,0.62,0.0
20201216:0510,0.0,0.0,0.0,2.55,0.83,0.0
20201216:0610,0.0,0.0,0.0,1.6,1.17,0.0
20201216:0710,0.0,0.0,0.0,0.59,1.24,0.0
20201216:0810,708.52,83.81,7.0,0.88,1.03,0.0
20201216:0910,1205.1,130.87,12.87,2.92,0.9,0.0
20201216:1010,6342.41,635.86,16.75,4.61,0.9,0.0
20201216:1110,7561.35,773.35,18.29,5.42,0.83,0.0
20201216:1210,6991.76,711.91,17.34,6.31,0.9,0.0
20201216:1310,6825.82,692.18,13.98,6.58,1.03,0.0
20201216:1410,4747.5,472.33,8.55,6.55,1.17,0.0
20201216:1510,0.0,4.41,1.46,5.38,1.52,0.0
20201216:1610,0.0,0.0,0.0,3.47,1.31,0.0
20201216:1710,0.0,0.0,0.0,2.22,1.03,0.0
20201216:1810,0.0,0.0,0.0,0.88,0.97,0.0
20201216:1910,0.0,0.0,0.0,0.54,1.03,0.0
20201216:2010,0.0,0.0,0.0,-0.55,0.76,0.0
20201216:2110,0.0,0.0,0.0,-0.98,0.62,0.0
20201216:2210,0.0,0.0,0.0,-1.01,0.69,0.0
20201216:2310,0.0,0.0,0.0,-0.72,0.76,0.0
20201217:0010,0.0,0.0,0.0,-0.33,0.9,0.0
20201217:0110,0.0,0.0,0.0,-0.17,1.03,0.0
20201217:0210,0.0,0.0,0.0,0.01,1.24,0.0
20201217:0310,0.0,0.0,0.0,0.31,1.45,0.0
20201217:0410,0.0,0.0,0.0,0.43,1.66,0.0
20201217:0510,0.0,0.0,0.0,0.5,1.93,0.0
20201217:0610,0.0,0.0,0.0,0.99,2.21,0.0
20201217:0710,0.0,0.0,0.0,2.36,2.76,0.0
20201217:0810,867.71,99.68,6.91,2.6,2.76,0.0
20201217:0910,1374.19,146.66,12.79,3.95,2.76,0.0
20201217:1010,571.84,71.44,16.69,5.79,2.55,0.0
20201217:1110,1169.1,129.69,18.25,7.28,2.76,0.0
20201217:1210,1521.22,163.12,17.31,8.0,2.76,0.0
20201217:1310,2526.52,256.92,13.98,8.03,2.41,0.0
20201217:1410,811.8,94.66,8.56,7.7,2.28,0.0
20201217:1510,0.0,0.88,1.48,6.42,2.14,0.0
20201217:1610,0.0,0.0,0.0,5.12,2.14,0.0
20201217:1710,0.0,0.0,0.0,4.36,2.07,0.0
20201217:1810,0.0,0.0,0.0,3.64,1.93,0.0
20201217:1910,0.0,0.0,0.0,3.19,1.86,0.0
20201217:2010,0.0,0.0,0.0,3.23,1.79,0.0
20201217:2110,0.0,0.0,0.0,3.24,1.59,0.0
20201217:2210,0.0,0.0,0.0,3.18,1.45,0.0
20201217:2310,0.0,0.0,0.0,3.24,1.24,0.0
20201218:0010,0.0,0.0,0.0,2.66,1.31,0.0
20201218:0110,0.0,0.0,0.0,1.98,1.38,0.0
20201218:0210,0.0,0.0,0.0,1.12,1.38,0.0
